S&P 500 High Tracker Snapshot
Data Date: 2026-08-26
Generated: 2026-08-27 00:11:58 UTC
Total stocks: 504
================================================================================

| Ticker   | Name                            |   Price |   Market Cap (B) |   % 1D |   % 1W |    % 1Y |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |          Vol |   Vol % 1D |   Vol % 1W |   Vol % 1Y |
| HBAN     | Huntington Bancshares Incorpora |   17.04 |            34.43 |   0.53 |  -0.76 |    1.08 |      19.09 |            -10.75 |           19.09 |       -10.75 | False         | False    |  17132370.00 |      17.93 |     -29.09 |     -29.24 |
| DHR      | Danaher Corporation             |  215.36 |           151.40 |  -0.28 |   1.83 |    5.19 |     241.78 |            -10.93 |          288.92 |       -25.46 | False         | False    |   2530883.00 |       8.19 |     -51.82 |     -31.05 |
| ATO      | Atmos Energy Corporation        |  169.46 |            28.64 |   1.13 |  -0.48 |    4.44 |     190.28 |            -10.94 |          190.28 |       -10.94 | False         | False    |    736608.00 |     -24.17 |     -19.60 |     -63.37 |
| NVDA     | NVIDIA Corporation              |  209.66 |          5078.17 |  -1.59 |  -3.63 |   15.50 |     236.26 |            -11.26 |          236.26 |       -11.26 | False         | False    | 145070184.00 |      18.61 |      49.87 |     -14.00 |
| MDT      | Medtronic plc.                  |   92.02 |           117.78 |   0.97 |  -2.24 |    3.07 |     103.76 |            -11.32 |          116.19 |       -20.80 | False         | False    |   5984233.00 |     -11.99 |       6.17 |      -4.28 |
| BKR      | Baker Hughes Company            |   62.00 |            61.55 |   0.29 |  -3.85 |   41.66 |      69.92 |            -11.32 |           69.92 |       -11.32 | False         | False    |   5232181.00 |       8.83 |       8.73 |     -13.80 |
| WRB      | W.R. Berkley Corporation        |   68.67 |            25.49 |   0.28 |  -1.35 |   -0.67 |      77.45 |            -11.34 |           77.45 |       -11.34 | False         | False    |   1256369.00 |     -11.73 |     -15.36 |     -32.25 |
| WFC      | Wells Fargo & Company           |   85.23 |           257.74 |   0.52 |  -0.83 |    6.84 |      96.18 |            -11.38 |           96.18 |       -11.38 | False         | False    |   9891669.00 |      10.10 |      -7.49 |     -33.78 |
| EXC      | Exelon Corporation              |   44.44 |            45.78 |   0.29 |  -1.90 |    2.74 |      50.18 |            -11.44 |           50.18 |       -11.44 | False         | False    |   6158150.00 |      18.86 |      27.12 |     -34.84 |
| CINF     | Cincinnati Financial Corporatio |  172.38 |            26.46 |   0.56 |   2.31 |   14.75 |     194.81 |            -11.51 |          194.81 |       -11.51 | False         | False    |    365176.00 |     -15.82 |      -8.29 |     -34.47 |
| AEP      | American Electric Power Company |  123.36 |            67.16 |   0.48 |  -2.30 |   12.92 |     139.52 |            -11.58 |          139.52 |       -11.58 | False         | False    |   3771425.00 |      18.31 |      40.16 |     -12.50 |
| DTE      | DTE Energy Company              |  137.71 |            28.66 |   1.15 |  -1.06 |    3.04 |     155.75 |            -11.58 |          155.75 |       -11.58 | False         | False    |   1166225.00 |      -8.08 |       9.09 |      14.83 |
| MAS      | Masco Corporation               |   73.60 |            14.51 |   0.93 |  -1.76 |    0.95 |      83.27 |            -11.62 |           83.67 |       -12.04 | False         | False    |   2007083.00 |      23.89 |      17.93 |     -26.03 |
| STE      | STERIS plc (Ireland)            |  236.77 |            23.09 |   0.14 |  -0.06 |   -3.98 |     267.96 |            -11.64 |          267.96 |       -11.64 | False         | False    |    498213.00 |     -45.05 |     -29.46 |      -9.12 |
| BAX      | Baxter International Inc.       |   26.50 |            13.70 |   0.80 |  -0.53 |    9.09 |      30.00 |            -11.67 |           84.71 |       -68.72 | False         | False    |   5186299.00 |      36.75 |       2.62 |       1.98 |
| APO      | Apollo Global Management, Inc.  |  133.67 |            78.94 |   0.37 |   0.03 |    1.10 |     151.39 |            -11.70 |          184.54 |       -27.57 | False         | False    |   1461007.00 |     -20.39 |     -45.77 |     -59.80 |
| WY       | Weyerhaeuser Company            |   24.08 |            17.36 |  -1.43 |  -2.19 |   -4.73 |      27.28 |            -11.72 |           37.04 |       -34.99 | False         | False    |   3923265.00 |      41.11 |     -34.79 |     -35.45 |
| KHC      | The Kraft Heinz Company         |   24.79 |            29.40 |  -2.09 |  -3.47 |   -4.50 |      28.09 |            -11.75 |           62.63 |       -60.42 | False         | False    |  26472830.00 |      98.42 |     133.86 |      51.53 |
| ALLE     | Allegion plc                    |  160.28 |            13.63 |  -0.06 |  -1.52 |   -5.82 |     181.67 |            -11.77 |          181.67 |       -11.77 | False         | False    |    993075.00 |      -2.30 |       5.69 |     -22.35 |
| LNT      | Alliant Energy Corporation      |   68.92 |            17.87 |   0.85 |  -1.75 |    8.15 |      78.22 |            -11.88 |           78.22 |       -11.88 | False         | False    |   1689503.00 |      22.33 |     -12.74 |      -8.00 |
| JBHT     | J.B. Hunt Transport Services, I |  263.64 |            24.76 |   0.56 |  -3.22 |   84.17 |     299.26 |            -11.90 |          299.26 |       -11.90 | False         | False    |    429159.00 |     -27.53 |     -44.47 |     -69.33 |
| DD       | DuPont de Nemours, Inc.         |  137.98 |            18.63 |   1.43 |  -1.22 |   44.84 |     156.73 |            -11.96 |          156.73 |       -11.96 | False         | False    |    914905.00 |     -32.09 |      -5.59 |     -39.41 |
| PPL      | PPL Corporation                 |   35.02 |            26.35 |   0.09 |  -1.32 |   -1.06 |      39.79 |            -11.99 |           39.79 |       -11.99 | False         | False    |   6931081.00 |       0.13 |      -6.85 |      67.63 |
| PG       | Procter & Gamble Company (The)  |  145.00 |           337.65 |  -0.28 |   0.43 |   -4.30 |     164.77 |            -12.00 |          172.58 |       -15.98 | False         | False    |   7117785.00 |     -22.00 |     -48.97 |      12.30 |
| CNP      | CenterPoint Energy, Inc (Holdin |   39.59 |            26.08 |   1.70 |  -1.42 |    7.40 |      44.99 |            -12.00 |           44.99 |       -12.00 | False         | False    |   5591529.00 |      23.27 |      12.71 |      37.94 |
| CME      | CME Group Inc.                  |  280.98 |           101.03 |   1.32 |   5.26 |    7.47 |     319.82 |            -12.14 |          319.82 |       -12.14 | False         | False    |   1721245.00 |      22.65 |     -32.80 |     -47.82 |
| MSCI     | MSCI Inc.                       |  564.22 |            41.02 |   0.04 |  -0.19 |    0.16 |     642.47 |            -12.18 |          643.05 |       -12.26 | False         | False    |    273296.00 |     -26.97 |     -57.06 |     -35.71 |
| TTWO     | Take-Two Interactive Software,  |  233.45 |            43.65 |   0.22 |  -1.51 |    1.14 |     265.94 |            -12.22 |          265.94 |       -12.22 | False         | False    |   2163417.00 |      35.93 |     -18.89 |      -0.09 |
| ETN      | Eaton Corporation, PLC          |  419.44 |           162.87 |   2.50 |  -1.23 |   20.48 |     478.00 |            -12.25 |          478.00 |       -12.25 | False         | False    |   1749019.00 |      14.96 |       0.02 |     -12.33 |
| EBAY     | eBay Inc.                       |  104.20 |            46.37 |  -1.70 |   1.52 |   11.52 |     118.98 |            -12.42 |          118.98 |       -12.42 | False         | False    |   2003976.00 |     -18.02 |     -54.65 |     -79.97 |
| CMS      | CMS Energy Corporation          |   69.23 |            21.39 |   0.71 |  -1.95 |   -0.97 |      79.10 |            -12.48 |           79.10 |       -12.48 | False         | False    |   2373343.00 |      -8.07 |     -10.97 |      -4.86 |
| AXP      | American Express Company        |  336.15 |           227.01 |   0.06 |  -1.10 |    5.97 |     384.36 |            -12.54 |          384.36 |       -12.54 | False         | False    |   1624377.00 |     -19.46 |     -36.03 |     -12.13 |
| MAR      | Marriott International          |  358.67 |            93.53 |   0.25 |  -0.15 |   35.02 |     410.15 |            -12.55 |          410.15 |       -12.55 | False         | False    |   1855316.00 |      29.19 |      44.02 |      47.93 |
| PPG      | PPG Industries, Inc.            |  114.42 |            25.44 |   0.68 |   0.44 |    4.30 |     130.99 |            -12.65 |          163.93 |       -30.20 | False         | False    |   1009051.00 |     -21.80 |       3.63 |     -35.57 |
| COST     | Costco Wholesale Corporation    |  956.12 |           424.02 |  -0.41 |  -0.09 |    2.16 |    1094.76 |            -12.66 |         1094.76 |       -12.66 | False         | False    |   1217556.00 |     -10.47 |     -25.86 |     -71.95 |
| COR      | Cencora, Inc.                   |  327.79 |            62.55 |  -0.08 |   3.37 |   14.01 |     375.33 |            -12.67 |          375.33 |       -12.67 | False         | False    |    827732.00 |     -25.76 |     -29.60 |     -41.45 |
| OXY      | Occidental Petroleum Corporatio |   58.62 |            58.60 |   0.36 |  -2.45 |   29.96 |      67.14 |            -12.69 |           72.82 |       -19.50 | False         | False    |   6200554.00 |      -9.12 |     -21.50 |     -30.98 |
| AMT      | American Tower Corporation (REI |  175.73 |            81.88 |  -1.59 |   0.71 |  -12.02 |     201.32 |            -12.71 |          259.78 |       -32.35 | False         | False    |   2001846.00 |      42.87 |      39.47 |     -43.43 |
| HST      | Host Hotels & Resorts, Inc.     |   22.43 |            15.58 |  -2.48 |  -3.11 |   43.39 |      25.71 |            -12.76 |           25.71 |       -12.76 | False         | False    |   9279302.00 |      15.81 |     -19.93 |     -27.26 |
| KMB      | Kimberly-Clark Corporation      |  110.34 |            36.63 |  -0.61 |   0.42 |  -10.84 |     126.63 |            -12.86 |          142.09 |       -22.35 | False         | False    |   3950074.00 |      40.80 |       7.66 |      24.79 |
| ROK      | Rockwell Automation, Inc.       |  431.75 |            47.95 |   0.55 |  -0.35 |   23.01 |     495.83 |            -12.92 |          495.83 |       -12.92 | False         | False    |    560075.00 |      -5.93 |     -20.46 |     -62.61 |
| DAL      | Delta Air Lines, Inc.           |   83.08 |            54.64 |  -0.65 |  -0.25 |   37.35 |      95.44 |            -12.95 |           95.44 |       -12.95 | False         | False    |   5717153.00 |       0.21 |       4.15 |       1.75 |
| EL       | Estee Lauder Companies, Inc. (T |  105.06 |            38.01 |   0.20 |   7.19 |   18.68 |     120.79 |            -13.02 |          348.25 |       -69.83 | False         | False    |   2429420.00 |     -26.65 |     -82.27 |     -36.27 |
| HWM      | Howmet Aerospace Inc.           |  269.34 |           107.41 |   2.01 |  -4.99 |   53.42 |     309.85 |            -13.07 |          309.85 |       -13.07 | False         | False    |   1609920.00 |     -19.43 |     -39.16 |     -60.35 |
| UNH      | UnitedHealth Group Incorporated |  401.01 |           359.94 |   1.11 |   3.19 |   37.05 |     461.62 |            -13.13 |          605.03 |       -33.72 | False         | False    |   3554732.00 |      33.89 |     -32.53 |     -78.20 |
| CMG      | Chipotle Mexican Grill, Inc.    |   37.34 |            47.25 |  -0.24 |   7.73 |  -12.18 |      43.13 |            -13.42 |           69.26 |       -46.09 | False         | False    |  12962930.00 |      14.55 |     -40.76 |     -30.30 |
| DOV      | Dover Corporation               |  204.66 |            27.56 |   1.29 |   1.13 |   13.50 |     236.42 |            -13.43 |          236.42 |       -13.43 | False         | False    |   1160770.00 |      20.70 |      -3.25 |     -25.88 |
| CSCO     | Cisco Systems, Inc.             |  112.36 |           442.86 |   1.13 |   1.64 |   67.69 |     129.88 |            -13.49 |          129.88 |       -13.49 | False         | False    |  10244011.00 |     -13.32 |     -43.15 |     -63.81 |
| CBRE     | CBRE Group Inc                  |  150.36 |            43.54 |  -0.91 |  -3.04 |   -7.99 |     174.27 |            -13.72 |          174.27 |       -13.72 | False         | False    |    850304.00 |     -15.58 |     -44.40 |     -70.63 |
| HPE      | Hewlett Packard Enterprise Comp |   55.23 |            73.14 |   3.35 |   3.95 |  150.58 |      64.06 |            -13.79 |           64.06 |       -13.79 | False         | False    |  10288748.00 |      -8.13 |     -41.93 |     -39.68 |
| RL       | Ralph Lauren Corporation        |  362.32 |            21.59 |  -0.08 |  -4.14 |   24.91 |     420.57 |            -13.85 |          420.57 |       -13.85 | False         | False    |    487013.00 |     -20.36 |      48.21 |     -18.25 |
| NEE      | NextEra Energy, Inc.            |   84.22 |           175.65 |   0.00 |  -1.97 |   15.79 |      98.03 |            -14.09 |           98.03 |       -14.09 | False         | False    |   5682590.00 |     -26.00 |     -61.95 |     -20.66 |
| PEG      | Public Service Enterprise Group |   74.03 |            36.89 |   1.02 |  -1.73 |   -8.38 |      86.18 |            -14.10 |           90.10 |       -17.84 | False         | False    |   1683517.00 |      32.07 |     -19.52 |     -74.12 |
| KEYS     | Keysight Technologies Inc.      |  321.87 |            54.81 |   0.55 |   0.76 |   95.80 |     374.96 |            -14.16 |          374.96 |       -14.16 | False         | False    |   1137696.00 |     -29.19 |     -70.64 |     -12.26 |
| HRL      | Hormel Foods Corporation        |   23.71 |            13.05 |  -0.29 |  -2.87 |  -13.23 |      27.65 |            -14.25 |           47.21 |       -49.78 | False         | False    |   8922618.00 |     108.81 |     106.76 |     200.84 |
| CVS      | CVS Health Corporation          |   94.32 |           120.63 |   1.53 |   0.72 |   36.01 |     110.00 |            -14.25 |          110.00 |       -14.25 | False         | False    |   6160068.00 |      50.17 |      -3.01 |      15.50 |
| PLTR     | Palantir Technologies Inc.      |  177.50 |           426.54 |   2.76 |   1.32 |   10.34 |     207.52 |            -14.47 |          207.52 |       -14.47 | False         | False    |  27720671.00 |      12.88 |     -23.28 |     -67.98 |
| HON      | Honeywell International Inc.    |  220.67 |            69.94 |   2.31 |  -0.48 |    2.27 |     258.09 |            -14.50 |          258.09 |       -14.50 | False         | False    |   3160727.00 |      39.52 |      37.03 |     -22.99 |
| AES      | The AES Corporation             |   14.73 |            10.50 |   0.00 |   0.20 |   15.92 |      17.23 |            -14.50 |           45.36 |       -67.53 | False         | False    |  10823320.00 |      81.68 |      58.69 |      65.60 |
| IP       | International Paper Company     |   41.39 |            21.92 |   0.98 |   0.80 |  -10.95 |      48.47 |            -14.61 |           55.94 |       -26.01 | False         | False    |   3369768.00 |      -7.88 |       9.15 |     -31.17 |
| AJG      | Arthur J. Gallagher & Co.       |  265.03 |            67.94 |  -1.30 |   2.94 |  -10.72 |     310.73 |            -14.71 |          346.63 |       -23.54 | False         | False    |   1425013.00 |     -18.70 |      -8.26 |     -38.38 |
| PANW     | Palo Alto Networks, Inc.        |  339.31 |           276.54 |  -0.17 |  -5.68 |   84.18 |     398.88 |            -14.93 |          398.88 |       -14.93 | False         | False    |   4545167.00 |      -3.86 |     -14.02 |     -45.36 |
| SRE      | DBA Sempra                      |   85.28 |            55.76 |   1.49 |  -0.36 |    7.30 |     100.32 |            -14.99 |          100.32 |       -14.99 | False         | False    |   2029408.00 |     -31.85 |     -24.06 |     -48.81 |
| LW       | Lamb Weston Holdings, Inc.      |   55.26 |             7.60 |  -0.18 |   2.60 |    0.99 |      65.06 |            -15.06 |          108.95 |       -49.28 | False         | False    |   1345457.00 |      -1.30 |       9.35 |      -9.47 |
| ABT      | Abbott Laboratories             |  114.10 |           198.74 |  -1.75 |  -0.29 |  -11.29 |     134.38 |            -15.09 |          136.79 |       -16.59 | False         | False    |   6956107.00 |      -7.29 |      -6.04 |      14.48 |
| CMCSA    | Comcast Corporation             |   27.20 |            96.52 |   0.37 |   2.29 |   -9.65 |      32.05 |            -15.12 |           49.21 |       -44.73 | False         | False    |  13754085.00 |     -39.28 |     -40.43 |     -42.13 |
| MRNA     | Moderna, Inc.                   |  149.66 |            59.75 |  -5.77 | -14.18 |  505.18 |     176.66 |            -15.28 |          497.49 |       -69.92 | False         | False    |  21836510.00 |     -55.64 |     -89.04 |      67.78 |
| COF      | Capital One Financial Corporati |  217.21 |           133.26 |   0.45 |  -1.59 |   -1.93 |     256.64 |            -15.36 |          256.64 |       -15.36 | False         | False    |   2044155.00 |      -5.56 |     -17.64 |     -44.34 |
| PEP      | Pepsico, Inc.                   |  142.19 |           194.23 |  -0.06 |  -0.27 |    0.56 |     168.19 |            -15.46 |          176.08 |       -19.25 | False         | False    |   7101833.00 |     -30.33 |       2.12 |     -36.64 |
| BG       | Bunge Limited                   |  113.25 |            21.76 |   1.38 |  -0.66 |   36.77 |     134.02 |            -15.50 |          134.02 |       -15.50 | False         | False    |   1566042.00 |      -9.29 |      46.95 |     -35.43 |
| CBOE     | Cboe Global Markets, Inc.       |  312.19 |            32.60 |   1.09 |  11.20 |   29.19 |     370.40 |            -15.72 |          370.40 |       -15.72 | False         | False    |    724193.00 |      -8.26 |     -61.09 |     -50.50 |
| MGM      | MGM Resorts International       |   43.46 |            10.93 |   0.28 |   0.56 |   12.85 |      51.59 |            -15.76 |           94.92 |       -54.22 | False         | False    |   1699996.00 |     -19.33 |      -5.23 |     -63.03 |
| NI       | NiSource Inc                    |   41.13 |            19.72 |   1.18 |  -1.20 |   -0.35 |      48.88 |            -15.86 |           48.88 |       -15.86 | False         | False    |   5064664.00 |      14.23 |     -25.61 |      22.52 |
| CDW      | CDW Corporation                 |  141.46 |            17.68 |  -0.44 |   3.60 |  -11.81 |     168.13 |            -15.86 |          253.17 |       -44.12 | False         | False    |   1208827.00 |     -31.43 |     -46.77 |     -21.05 |
| SBAC     | SBA Communications Corporation  |  185.98 |            19.73 |  -0.87 |   2.65 |  -12.85 |     221.58 |            -16.07 |          360.30 |       -48.38 | False         | False    |    735961.00 |      47.49 |      53.36 |     -44.47 |
| SYK      | Stryker Corporation             |  329.67 |           126.45 |  -0.28 |  -3.03 |  -15.55 |     392.86 |            -16.08 |          400.79 |       -17.74 | False         | False    |   1571355.00 |     -28.66 |     -28.18 |      48.27 |
| HUBB     | Hubbell Inc                     |  472.46 |            24.97 |   1.78 |  -0.67 |    8.05 |     563.81 |            -16.20 |          563.81 |       -16.20 | False         | False    |    383295.00 |      12.19 |     -43.33 |     -29.90 |
| GOOGL    | Alphabet Inc.                   |  342.00 |          4182.64 |  -1.43 |  -0.79 |   65.58 |     408.37 |            -16.25 |          408.37 |       -16.25 | False         | False    |  20094343.00 |      -2.69 |       1.83 |     -29.40 |
| SPGI     | S&P Global Inc.                 |  436.49 |           128.68 |   0.81 |   2.30 |  -15.91 |     521.20 |            -16.25 |          543.27 |       -19.65 | False         | False    |   1398491.00 |       9.01 |      -7.93 |     -14.85 |
| TKO      | TKO Group Holdings, Inc.        |  187.90 |            35.56 |  -2.85 |  -6.84 |    3.06 |     225.15 |            -16.55 |          225.15 |       -16.55 | False         | False    |    739193.00 |     -46.66 |     -22.13 |      -1.48 |
| BA       | Boeing Company (The)            |  212.09 |           167.51 |   0.48 |  -4.55 |   -9.68 |     254.35 |            -16.61 |          435.56 |       -51.31 | False         | False    |   4346178.00 |     -10.47 |     -25.03 |     -41.11 |
| ADI      | Analog Devices, Inc.            |  371.80 |           180.16 |  -0.50 |  -0.39 |   47.40 |     445.91 |            -16.62 |          445.91 |       -16.62 | False         | False    |   2023660.00 |     -45.89 |     -67.92 |     -64.71 |
| CRWD     | CrowdStrike Holdings, Inc.      |  189.18 |           192.63 |   2.05 |  -6.17 |   81.21 |     227.50 |            -16.84 |          227.50 |       -16.84 | False         | False    |  12947753.00 |      55.13 |      20.43 |       2.87 |
| VMC      | Vulcan Materials Company (Holdi |  273.74 |            35.47 |  -0.13 |  -0.93 |   -5.29 |     329.20 |            -16.85 |          329.20 |       -16.85 | False         | False    |    874815.00 |      38.27 |       1.24 |       4.21 |
| RMD      | ResMed Inc.                     |  235.69 |            34.00 |  -0.38 |   2.48 |  -16.48 |     283.91 |            -16.98 |          290.73 |       -18.93 | False         | False    |   1542336.00 |     -12.42 |      27.49 |      81.09 |
| DASH     | DoorDash, Inc.                  |  236.93 |           102.66 |   1.47 |   7.59 |   -4.77 |     285.50 |            -17.01 |          285.50 |       -17.01 | False         | False    |   5006177.00 |      22.01 |       8.91 |      61.26 |
| GIS      | General Mills, Inc.             |   40.08 |            21.43 |   0.75 |   0.23 |  -13.56 |      48.32 |            -17.06 |           78.58 |       -49.00 | False         | False    |   9063771.00 |      54.35 |      12.50 |     -17.51 |
| CLX      | Clorox Company (The)            |  104.23 |            12.60 |  -0.67 |  -3.40 |   -7.29 |     125.83 |            -17.16 |          196.74 |       -47.02 | False         | False    |   1522331.00 |      -9.61 |     -35.20 |     -16.07 |
| UAL      | United Airlines Holdings, Inc.  |  114.83 |            37.27 |  -2.20 |  -0.82 |   10.28 |     138.77 |            -17.25 |          138.77 |       -17.25 | False         | False    |   2887280.00 |     -25.46 |      -1.82 |     -26.08 |
| MOH      | Molina Healthcare Inc           |  202.43 |            10.57 |   1.40 |   0.63 |   15.82 |     244.89 |            -17.34 |          423.92 |       -52.25 | False         | False    |    413399.00 |     -26.59 |     -10.44 |     -79.72 |
| CAG      | ConAgra Brands, Inc.            |   16.19 |             7.75 |  -0.49 |  -0.18 |   -7.02 |      19.60 |            -17.38 |           33.46 |       -51.61 | False         | False    |   7367185.00 |       4.26 |     -44.64 |     -86.61 |
| TDG      | Transdigm Group Incorporated    | 1207.06 |            67.52 |   1.21 |  -1.30 |   -8.72 |    1463.03 |            -17.50 |         1519.36 |       -20.55 | False         | False    |    432917.00 |       8.83 |      70.37 |      62.14 |
| ORLY     | O'Reilly Automotive, Inc.       |   89.55 |            72.44 |  -0.85 |  -1.81 |  -13.21 |     108.72 |            -17.63 |          108.72 |       -17.63 | False         | False    |   3697541.00 |     -17.78 |      -5.42 |     -24.52 |
| LMT      | Lockheed Martin Corporation     |  565.62 |           130.54 |   1.64 |  -3.99 |   27.54 |     687.50 |            -17.73 |          687.50 |       -17.73 | False         | False    |    843004.00 |     -34.64 |     -16.24 |     -58.91 |
| AMD      | Advanced Micro Devices, Inc.    |  480.93 |           785.11 |   0.37 |   3.11 |  188.64 |     584.73 |            -17.75 |          584.73 |       -17.75 | False         | False    |  13804691.00 |     -27.35 |     -28.13 |     -73.52 |
| TSN      | Tyson Foods, Inc.               |   56.55 |            19.89 |  -1.08 |  -3.42 |    2.25 |      68.90 |            -17.92 |           87.18 |       -35.14 | False         | False    |   1983673.00 |      -3.08 |     -30.96 |     -51.27 |
| TXT      | Textron Inc.                    |   83.31 |            14.49 |   1.85 |  -3.45 |    2.46 |     101.53 |            -17.94 |          101.53 |       -17.94 | False         | False    |   1301455.00 |      13.02 |      -2.83 |       9.62 |
| STLD     | Steel Dynamics, Inc.            |  235.90 |            33.81 |   2.09 |   2.12 |   81.22 |     288.09 |            -18.11 |          288.09 |       -18.11 | False         | False    |   1205325.00 |      -8.58 |     -51.36 |     -14.25 |
| DHI      | D.R. Horton, Inc.               |  149.25 |            41.75 |  -1.03 |  -1.72 |  -10.29 |     182.36 |            -18.16 |          195.30 |       -23.58 | False         | False    |   1371453.00 |      15.31 |     -35.45 |     -67.53 |
| TEL      | TE Connectivity plc             |  205.03 |            59.45 |   1.80 |   1.11 |    0.17 |     250.61 |            -18.19 |          250.61 |       -18.19 | False         | False    |   1749166.00 |     -18.87 |      -4.43 |     -16.49 |
| GEHC     | GE HealthCare Technologies Inc. |   73.31 |            33.35 |  -0.81 |  -1.76 |   -0.86 |      89.64 |            -18.22 |           94.53 |       -22.45 | False         | False    |   2032479.00 |       0.98 |     -30.92 |      10.11 |
| VICI     | VICI Properties Inc.            |   26.00 |            28.63 |  -1.10 |  -1.40 |  -17.24 |      31.85 |            -18.37 |           31.94 |       -18.60 | False         | False    |   6050857.00 |     -17.09 |      -6.54 |     -39.63 |
| STZ      | Constellation Brands, Inc.      |  134.45 |            22.96 |  -0.41 |   0.70 |  -12.62 |     166.17 |            -19.09 |          259.26 |       -48.14 | False         | False    |   1082307.00 |      13.37 |     -27.71 |     -76.29 |
| COO      | The Cooper Companies, Inc.      |   72.68 |            14.17 |  -0.49 |  -5.28 |   -1.33 |      89.83 |            -19.09 |          115.86 |       -37.27 | False         | False    |   1560118.00 |       9.05 |      12.73 |     -63.80 |
| EQT      | EQT Corporation                 |   54.79 |            34.27 |   1.46 |   2.14 |    5.17 |      67.84 |            -19.23 |           67.84 |       -19.23 | False         | False    |   8251599.00 |      18.03 |      26.60 |     -13.18 |
| TJX      | TJX Companies, Inc. (The)       |  136.83 |           151.16 |  -1.90 |  -5.31 |    1.33 |     169.47 |            -19.26 |          169.47 |       -19.26 | False         | False    |  10449044.00 |      72.16 |     -18.97 |      59.98 |
| RCL      | Royal Caribbean Cruises Ltd.    |  290.00 |            77.56 |  -0.78 |  -3.51 |  -16.62 |     360.34 |            -19.52 |          360.34 |       -19.52 | False         | False    |   1120175.00 |      -7.92 |     -32.83 |     -51.80 |
| CDNS     | Cadence Design Systems, Inc.    |  334.68 |            92.31 |   0.84 |   6.25 |   -2.72 |     416.69 |            -19.68 |          416.69 |       -19.68 | False         | False    |   2202306.00 |     -26.20 |      15.75 |      28.15 |
| EME      | EMCOR Group, Inc.               |  763.59 |            33.68 |   3.21 |  -5.24 |   23.64 |     951.47 |            -19.75 |          951.47 |       -19.75 | False         | False    |    402877.00 |       3.78 |      -1.59 |      -4.73 |
| HD       | Home Depot, Inc. (The)          |  334.85 |           334.08 |  -0.90 |  -2.74 |  -15.65 |     418.06 |            -19.90 |          420.45 |       -20.36 | False         | False    |   3360291.00 |      32.92 |     -32.40 |       5.64 |
| GEV      | GE Vernova Inc.                 |  953.09 |           253.84 |   2.84 |  -3.48 |   52.62 |    1195.94 |            -20.31 |         1195.94 |       -20.31 | False         | False    |   2231601.00 |      10.34 |       8.54 |     -17.02 |
| ALGN     | Align Technology, Inc.          |  159.14 |            11.31 |  -0.29 |  -2.39 |   12.24 |     200.44 |            -20.60 |          737.45 |       -78.42 | False         | False    |    653550.00 |     -19.47 |     -29.64 |     -38.54 |
| HAL      | Halliburton Company             |   34.44 |            28.77 |   1.89 |  -1.66 |   61.06 |      43.41 |            -20.65 |           59.25 |       -41.88 | False         | False    |  12064396.00 |      31.65 |       9.67 |     -21.24 |
| IR       | Ingersoll Rand Inc.             |   79.97 |            31.03 |   1.78 |  -1.44 |   -1.33 |     100.89 |            -20.73 |          105.85 |       -24.45 | False         | False    |   2965904.00 |      43.53 |     -10.46 |     -37.07 |
| ODFL     | Old Dominion Freight Line, Inc. |  199.43 |            41.35 |   0.55 |  -2.76 |   29.94 |     252.03 |            -20.87 |          252.03 |       -20.87 | False         | False    |   1218659.00 |      -0.94 |     -10.79 |     -43.47 |
| MCD      | McDonald's Corporation          |  266.93 |           188.89 |  -0.44 |  -0.19 |  -12.63 |     337.56 |            -20.92 |          337.56 |       -20.92 | False         | False    |   4172227.00 |      30.68 |     -22.04 |      48.60 |
| TPR      | Tapestry, Inc.                  |  130.25 |            25.97 |   0.10 |  -1.12 |   31.01 |     164.80 |            -20.96 |          164.80 |       -20.96 | False         | False    |   4265992.00 |      85.66 |      53.28 |     -73.01 |
| F        | Ford Motor Company              |   13.90 |            55.43 |  -0.36 |  -4.14 |   22.87 |      17.59 |            -20.98 |           19.07 |       -27.10 | False         | False    |  28352846.00 |     -20.37 |     -44.20 |     -41.68 |
| TXN      | Texas Instruments Incorporated  |  261.77 |           239.06 |   0.66 |  -2.12 |   30.38 |     332.33 |            -21.23 |          332.33 |       -21.23 | False         | False    |   3777521.00 |     -11.31 |     -43.98 |     -16.97 |
| PYPL     | PayPal Holdings, Inc.           |   61.81 |            53.28 |  -0.74 |   0.91 |  -11.16 |      78.53 |            -21.30 |          307.50 |       -79.90 | False         | False    |  11196240.00 |       8.31 |      17.99 |      18.21 |
| CMI      | Cummins Inc.                    |  578.14 |            79.78 |   0.96 |  -4.62 |   47.22 |     735.02 |            -21.34 |          735.02 |       -21.34 | False         | False    |    681399.00 |      -8.20 |     -19.28 |     -30.01 |
| HSY      | The Hershey Company             |  185.35 |            37.24 |  -0.98 |  -1.82 |    4.11 |     235.80 |            -21.39 |          250.88 |       -26.12 | False         | False    |    726364.00 |     -22.08 |     -46.10 |     -45.21 |
| TAP      | Molson Coors Beverage Company   |   42.09 |             7.85 |   0.19 |  -0.94 |  -12.79 |      53.62 |            -21.50 |           86.86 |       -51.54 | False         | False    |   1663035.00 |     -20.89 |     -55.08 |     -37.31 |
| BX       | Blackstone Inc.                 |  143.20 |           171.17 |  -0.15 |  -1.30 |  -13.08 |     182.68 |            -21.61 |          189.00 |       -24.23 | False         | False    |   3686298.00 |      71.16 |      18.09 |       3.44 |
