S&P 500 High Tracker Snapshot
Data Date: 2026-08-26
Generated: 2026-08-27 00:11:58 UTC
Total stocks: 504
================================================================================

| Ticker   | Name                            |   Price |   Market Cap (B) |   % 1D |   % 1W |    % 1Y |   52W High |   % From 52W High |   All-Time High |   % From ATH | At 52W High   | At ATH   |          Vol |   Vol % 1D |   Vol % 1W |   Vol % 1Y |
| ECL      | Ecolab Inc.                     |  290.60 |            81.46 |   0.37 |   1.74 |    5.19 |     307.60 |             -5.53 |          307.61 |        -5.53 | False         | False    |   1417066.00 |     -20.36 |      -8.89 |     -22.02 |
| ALL      | Allstate Corporation (The)      |  261.81 |            66.20 |   1.63 |   0.80 |   31.45 |     277.22 |             -5.56 |          277.22 |        -5.56 | False         | False    |   1003825.00 |       3.50 |     -17.06 |     -32.99 |
| BALL     | Ball Corporation                |   64.05 |            17.05 |  -0.05 |   2.28 |   23.41 |      67.84 |             -5.58 |           95.75 |       -33.11 | False         | False    |   1050652.00 |      -6.52 |     -41.03 |     -59.48 |
| CNC      | Centene Corporation             |   65.47 |            32.34 |   0.72 |   1.19 |  128.44 |      69.36 |             -5.61 |           98.53 |       -33.55 | False         | False    |   3596280.00 |     -17.21 |      24.88 |     -73.60 |
| MTB      | M&T Bank Corporation            |  241.54 |            35.01 |   0.47 |  -1.23 |   24.27 |     255.95 |             -5.63 |          255.95 |        -5.63 | False         | False    |    567477.00 |     -34.24 |     -52.10 |     -35.37 |
| EW       | Edwards Lifesciences Corporatio |   90.78 |            52.27 |  -0.10 |  -1.63 |   11.70 |      96.29 |             -5.72 |          131.73 |       -31.09 | False         | False    |   2778056.00 |      16.25 |     -18.44 |     -43.97 |
| EOG      | EOG Resources, Inc.             |  144.84 |            77.15 |  -1.36 |  -3.10 |   23.56 |     153.67 |             -5.75 |          153.67 |        -5.75 | False         | False    |   2826496.00 |      22.51 |      11.12 |     -11.43 |
| GWW      | W.W. Grainger, Inc.             | 1335.39 |            63.05 |   2.59 |   2.18 |   33.05 |    1417.14 |             -5.77 |         1417.14 |        -5.77 | False         | False    |    152339.00 |     -12.10 |     -13.44 |     -61.26 |
| KVUE     | Kenvue Inc.                     |   19.22 |            36.92 |  -0.57 |   0.47 |   -3.10 |      20.42 |             -5.86 |           24.33 |       -21.00 | False         | False    |  25396969.00 |      24.37 |     -29.82 |      41.05 |
| CTAS     | Cintas Corporation              |  205.78 |            82.35 |   0.50 |   1.33 |   -2.41 |     218.60 |             -5.87 |          226.50 |        -9.15 | False         | False    |   1516295.00 |     -37.87 |      -5.63 |     -50.66 |
| ANET     | Arista Networks, Inc.           |  202.25 |           255.08 |   5.92 |   8.47 |   50.63 |     214.89 |             -5.88 |          214.89 |        -5.88 | False         | False    |   7610378.00 |      73.55 |      32.57 |       5.09 |
| ACGL     | Arch Capital Group Ltd.         |  100.72 |            34.35 |   0.16 |   2.22 |   10.80 |     107.09 |             -5.95 |          110.75 |        -9.06 | False         | False    |   1333060.00 |      25.45 |      -9.76 |     -58.73 |
| VRSN     | VeriSign, Inc.                  |  292.99 |            26.49 |  -0.26 |   7.31 |    9.87 |     311.57 |             -5.96 |          311.57 |        -5.96 | False         | False    |    558222.00 |      -7.94 |      -9.29 |     -53.07 |
| GM       | General Motors Company          |   86.33 |            78.08 |   0.61 |   1.61 |   48.16 |      91.85 |             -6.01 |           91.85 |        -6.01 | False         | False    |   5393345.00 |      11.16 |      14.02 |     -26.23 |
| CB       | Chubb Limited                   |  343.77 |           132.63 |   0.19 |   0.84 |   27.15 |     365.91 |             -6.05 |          365.91 |        -6.05 | False         | False    |    998676.00 |     -44.00 |     -41.75 |     -59.99 |
| BRK-B    | Berkshire Hathaway Inc. New     |  504.91 |          1080.87 |   0.12 |   1.06 |    2.58 |     537.74 |             -6.11 |          542.07 |        -6.86 | False         | False    |   2994269.00 |      -1.27 |     -15.95 |     -63.56 |
| AME      | AMETEK, Inc.                    |  245.20 |            56.20 |   1.42 |   0.81 |   32.10 |     261.16 |             -6.11 |          261.16 |        -6.11 | False         | False    |    803496.00 |     -16.09 |     -50.50 |     -58.19 |
| GPC      | Genuine Parts Company           |  139.49 |            19.23 |   1.12 |   3.68 |    4.14 |     148.58 |             -6.12 |          168.86 |       -17.39 | False         | False    |   1645202.00 |      33.21 |      89.02 |      91.32 |
| CL       | Colgate-Palmolive Company       |   92.06 |            73.39 |   0.80 |   1.31 |   12.15 |      98.15 |             -6.21 |          104.29 |       -11.73 | False         | False    |   3603283.00 |      34.30 |     -12.10 |     -41.53 |
| RTX      | RTX Corporation                 |  211.99 |           285.71 |   0.81 |  -3.79 |   34.82 |     226.41 |             -6.37 |          226.41 |        -6.37 | False         | False    |   3785540.00 |     -22.64 |     -39.21 |     -25.72 |
| WMB      | Williams Companies, Inc. (The)  |   74.41 |            91.02 |   4.68 |   1.60 |   34.38 |      79.49 |             -6.39 |           79.49 |        -6.39 | False         | False    |   8266846.00 |      17.92 |      52.39 |     -13.53 |
| ES       | Eversource Energy (D/B/A)       |   71.67 |            27.00 |   0.90 |  -0.44 |   16.91 |      76.57 |             -6.40 |           79.62 |        -9.98 | False         | False    |   1687945.00 |      -3.62 |      31.79 |     -68.36 |
| CFG      | Citizens Financial Group, Inc.  |   70.49 |            29.69 |   0.95 |  -0.38 |   41.51 |      75.33 |             -6.43 |           75.33 |        -6.43 | False         | False    |   1530453.00 |     -25.59 |     -53.37 |     -62.65 |
| EVRG     | Evergy, Inc.                    |   82.23 |            18.96 |   1.01 |  -1.62 |   18.59 |      87.89 |             -6.44 |           87.89 |        -6.44 | False         | False    |   1146017.00 |      -1.52 |     -30.69 |     -61.17 |
| PAYX     | Paychex, Inc.                   |  124.88 |            44.42 |  -0.09 |   1.94 |   -5.55 |     133.64 |             -6.56 |          153.28 |       -18.53 | False         | False    |   1111035.00 |     -41.97 |     -60.28 |     -66.51 |
| PM       | Philip Morris International Inc |  194.10 |           302.53 |   0.09 |   2.20 |   20.67 |     207.76 |             -6.57 |          207.76 |        -6.57 | False         | False    |   4567505.00 |      68.11 |      -4.87 |     -21.99 |
| XEL      | Xcel Energy Inc.                |   77.68 |            48.52 |   0.63 |  -2.18 |   10.39 |      83.22 |             -6.66 |           83.22 |        -6.66 | False         | False    |   4551622.00 |      13.09 |      -9.20 |      66.53 |
| FTV      | Fortive Corporation             |   60.25 |            18.37 |   1.26 |   2.29 |   24.75 |      64.56 |             -6.68 |           65.00 |        -7.31 | False         | False    |   1662130.00 |     -25.16 |     -14.65 |     -68.13 |
| DLR      | Digital Realty Trust, Inc.      |  193.43 |            73.05 |   0.58 |   0.56 |   18.52 |     207.47 |             -6.77 |          207.47 |        -6.77 | False         | False    |   1605802.00 |     -15.91 |     -31.78 |     -51.85 |
| ZBRA     | Zebra Technologies Corporation  |  359.84 |            17.14 |  -0.19 |   1.46 |   12.25 |     386.23 |             -6.83 |          615.00 |       -41.49 | False         | False    |    575545.00 |      17.29 |     -19.47 |      -7.05 |
| WSM      | Williams-Sonoma, Inc.           |  237.43 |            27.96 |   1.15 |  -2.01 |   21.65 |     254.89 |             -6.85 |          254.89 |        -6.85 | False         | False    |   2427957.00 |      66.25 |     247.30 |     -18.37 |
| O        | Realty Income Corporation       |   62.26 |            58.91 |  -0.91 |  -1.10 |   12.98 |      66.87 |             -6.89 |           66.87 |        -6.89 | False         | False    |   4087059.00 |      -6.51 |     -57.33 |     -46.35 |
| TRV      | The Travelers Companies, Inc.   |  371.15 |            77.41 |   0.40 |   2.47 |   39.19 |     398.70 |             -6.91 |          398.70 |        -6.91 | False         | False    |   1634926.00 |      42.83 |     -36.10 |     -19.84 |
| PCAR     | PACCAR Inc.                     |  129.23 |            68.02 |   0.01 |   1.38 |   32.09 |     138.87 |             -6.94 |          138.87 |        -6.94 | False         | False    |   1838999.00 |      26.02 |     -24.32 |     -24.03 |
| PLD      | Prologis, Inc.                  |  142.59 |           138.61 |  -0.52 |   0.91 |   32.20 |     153.35 |             -7.02 |          153.35 |        -7.02 | False         | False    |   3832493.00 |      30.28 |      36.97 |     -20.80 |
| PGR      | Progressive Corporation (The)   |  222.51 |           129.30 |   0.19 |   2.41 |   -3.68 |     239.38 |             -7.05 |          274.91 |       -19.06 | False         | False    |   1446944.00 |      18.96 |     -70.41 |     -67.19 |
| SHW      | Sherwin-Williams Company (The)  |  348.66 |            84.64 |  -0.51 |  -1.17 |   -3.95 |     375.09 |             -7.05 |          394.07 |       -11.52 | False         | False    |   1655309.00 |      30.19 |       7.61 |      -9.47 |
| TFC      | Truist Financial Corporation    |   50.67 |            61.90 |   0.74 |  -0.59 |   13.98 |      54.52 |             -7.06 |           54.61 |        -7.21 | False         | False    |   5115242.00 |      -7.08 |      -4.03 |     -45.62 |
| HLT      | Hilton Worldwide Holdings Inc.  |  332.56 |            74.85 |   0.99 |  -0.60 |   21.08 |     357.84 |             -7.06 |          357.84 |        -7.06 | False         | False    |   1672556.00 |      34.01 |     -37.98 |      22.44 |
| DIS      | Walt Disney Company (The)       |  109.63 |           189.30 |  -1.46 |   2.53 |   -5.47 |     118.07 |             -7.15 |          196.84 |       -44.31 | False         | False    |   7334028.00 |       8.70 |      -8.85 |      26.72 |
| KMI      | Kinder Morgan, Inc.             |   32.02 |            71.24 |   3.49 |  -0.19 |   25.12 |      34.49 |             -7.16 |           34.49 |        -7.16 | False         | False    |  15308003.00 |      26.31 |      37.54 |      11.69 |
| DLTR     | Dollar Tree, Inc.               |  132.18 |            25.40 |  -1.71 |   0.26 |   18.04 |     142.40 |             -7.18 |          177.19 |       -25.40 | False         | False    |   3367105.00 |      28.25 |      77.73 |     -13.54 |
| AON      | Aon plc                         |  353.98 |            75.09 |  -0.24 |   1.59 |   -3.60 |     381.47 |             -7.21 |          409.22 |       -13.50 | False         | False    |    561037.00 |      -8.97 |      -8.91 |     -61.31 |
| NTAP     | NetApp, Inc.                    |  193.85 |            37.98 |   3.43 |  -0.32 |   80.28 |     209.06 |             -7.28 |          209.06 |        -7.28 | False         | False    |   1705007.00 |      -1.93 |     -37.48 |     -44.99 |
| MS       | Morgan Stanley                  |  214.08 |           336.23 |  -1.24 |  -0.07 |   46.96 |     230.98 |             -7.32 |          230.98 |        -7.32 | False         | False    |   4124943.00 |      26.13 |     -15.99 |      -7.38 |
| FITB     | Fifth Third Bancorp             |   55.10 |            49.95 |   0.38 |   0.25 |   26.60 |      59.50 |             -7.39 |           59.50 |        -7.39 | False         | False    |   3707261.00 |      12.12 |     -41.37 |     -10.11 |
| BXP      | BXP, Inc.                       |   70.30 |            12.72 |  -2.54 |   4.58 |    5.69 |      75.95 |             -7.44 |          107.09 |       -34.35 | False         | False    |   1301442.00 |      -2.15 |      20.19 |     -46.44 |
| AVY      | Avery Dennison Corporation      |  182.33 |            13.95 |   1.32 |  -0.45 |    7.64 |     197.29 |             -7.58 |          224.15 |       -18.66 | False         | False    |    787847.00 |      13.72 |      25.47 |      14.46 |
| VTRS     | Viatris Inc.                    |   16.85 |            19.35 |   0.78 |   4.47 |   67.60 |      18.25 |             -7.69 |           61.24 |       -72.49 | False         | False    |   7314621.00 |     -12.15 |      28.85 |     -21.02 |
| CAH      | Cardinal Health, Inc.           |  238.40 |            55.45 |   0.20 |   1.51 |   63.32 |     258.30 |             -7.70 |          258.30 |        -7.70 | False         | False    |   1472824.00 |      10.33 |       7.13 |     -50.61 |
| ELV      | Elevance Health, Inc.           |  402.54 |            87.30 |   0.92 |   1.03 |   32.57 |     436.24 |             -7.73 |          546.95 |       -26.40 | False         | False    |    683832.00 |     -26.75 |     -39.11 |     -62.91 |
| TROW     | T. Rowe Price Group, Inc.       |  112.55 |            24.01 |  -0.28 |   0.29 |    9.10 |     122.00 |             -7.75 |          180.43 |       -37.62 | False         | False    |    682898.00 |     -19.15 |     -43.45 |     -55.40 |
| DUK      | Duke Energy Corporation (Holdin |  121.89 |            95.04 |   0.25 |  -1.38 |    2.34 |     132.18 |             -7.78 |          132.18 |        -7.78 | False         | False    |   2743442.00 |      -0.84 |     -22.19 |     -11.56 |
| FANG     | Diamondback Energy, Inc.        |  199.84 |            56.22 |  -0.03 |  -4.18 |   42.16 |     216.90 |             -7.87 |          216.90 |        -7.87 | False         | False    |   1375346.00 |     -31.39 |     -27.36 |     -32.79 |
| MAA      | Mid-America Apartment Communiti |  131.50 |            15.69 |  -0.36 |   0.02 |   -3.42 |     142.76 |             -7.89 |          192.97 |       -31.86 | False         | False    |    508547.00 |       1.59 |     -11.60 |     -54.96 |
| HAS      | Hasbro, Inc.                    |   96.29 |            13.58 |  -0.47 |   3.17 |   21.81 |     104.60 |             -7.94 |          104.60 |        -7.94 | False         | False    |   1392932.00 |      -4.81 |      23.54 |     -38.99 |
| VTR      | Ventas, Inc.                    |   93.50 |            47.96 |  -0.35 |   1.80 |   41.86 |     101.60 |             -7.97 |          101.60 |        -7.97 | False         | False    |   2182919.00 |     -25.16 |     -61.08 |     -43.64 |
| LLY      | Eli Lilly and Company           | 1189.41 |          1060.19 |  -3.59 |  -7.10 |   62.62 |    1292.65 |             -7.99 |         1292.65 |        -7.99 | False         | False    |   2990458.00 |      39.67 |     -34.16 |     -61.14 |
| GRMN     | Garmin Ltd.                     |  289.02 |            55.74 |   0.20 |  -2.25 |   26.29 |     314.28 |             -8.04 |          314.28 |        -8.04 | False         | False    |    569159.00 |      -4.78 |     -54.25 |     -53.52 |
| SYY      | Sysco Corporation               |   83.27 |            39.89 |  -0.23 |   0.98 |    7.54 |      90.56 |             -8.05 |           90.56 |        -8.05 | False         | False    |   1944444.00 |      16.41 |      -5.06 |     -51.03 |
| BKNG     | Booking Holdings Inc. Common St |  208.89 |           161.86 |  -2.29 |  -1.93 |   -7.70 |     227.21 |             -8.06 |          231.62 |        -9.81 | False         | False    |   4006072.00 |     -27.56 |     -22.13 |      -6.24 |
| ROST     | Ross Stores, Inc.               |  236.27 |            75.79 |  -2.04 |   0.67 |   60.73 |     257.00 |             -8.07 |          257.00 |        -8.07 | False         | False    |   2463294.00 |       2.09 |     -17.94 |      -8.54 |
| JCI      | Johnson Controls International  |  144.33 |            87.43 |   1.77 |  -0.42 |   33.85 |     157.06 |             -8.11 |          157.06 |        -8.11 | False         | False    |   1920390.00 |      -7.48 |     -55.95 |     -69.37 |
| FFIV     | F5, Inc.                        |  399.59 |            22.63 |   4.40 |   4.43 |   26.62 |     435.00 |             -8.14 |          435.00 |        -8.14 | False         | False    |    507012.00 |      40.14 |      19.10 |     -27.02 |
| KEY      | KeyCorp                         |   22.09 |            23.57 |   0.91 |  -0.05 |   19.30 |      24.07 |             -8.23 |           24.07 |        -8.23 | False         | False    |   6542130.00 |      -0.07 |     -44.80 |     -75.53 |
| FOX      | Fox Corporation                 |   62.23 |            26.16 |  -0.73 |   3.05 |   16.55 |      67.81 |             -8.23 |           67.81 |        -8.23 | False         | False    |    667855.00 |      -9.63 |     -35.85 |     -49.49 |
| L        | Loews Corporation               |  110.96 |            22.68 |   0.14 |  -0.21 |   15.97 |     120.94 |             -8.25 |          120.94 |        -8.25 | False         | False    |    477316.00 |     -17.63 |      -4.17 |     -70.85 |
| FRT      | Federal Realty Investment Trust |  117.58 |            10.22 |  -0.14 |   0.02 |   24.21 |     128.21 |             -8.29 |          128.21 |        -8.29 | False         | False    |    528693.00 |       4.63 |     -17.55 |     -11.02 |
| MTD      | Mettler-Toledo International, I | 1398.46 |            28.02 |  -0.27 |  -1.87 |    8.85 |    1525.17 |             -8.31 |         1714.75 |       -18.45 | False         | False    |     97124.00 |     -16.92 |     -20.19 |     -35.08 |
| D        | Dominion Energy, Inc.           |   66.91 |            58.85 |  -0.03 |  -2.02 |   16.79 |      72.99 |             -8.33 |           72.99 |        -8.33 | False         | False    |   2767192.00 |     -10.10 |       3.35 |     -54.39 |
| GL       | Globe Life Inc.                 |  175.55 |            13.49 |   1.92 |   2.39 |   26.69 |     191.55 |             -8.35 |          191.55 |        -8.35 | False         | False    |    465282.00 |      12.22 |     -42.54 |     -13.58 |
| TT       | Trane Technologies plc          |  463.40 |           101.96 |   1.79 |   1.74 |    9.49 |     505.87 |             -8.40 |          505.87 |        -8.40 | False         | False    |   1289125.00 |      -4.49 |      41.01 |      17.28 |
| SLB      | SLB Limited                     |   53.60 |            79.55 |   0.58 |   0.09 |   55.90 |      58.51 |             -8.40 |           85.52 |       -37.33 | False         | False    |   7925110.00 |     -26.04 |      12.93 |     -51.79 |
| FOXA     | Fox Corporation                 |   69.60 |            29.26 |  -1.04 |   2.41 |   18.95 |      76.02 |             -8.44 |           76.02 |        -8.44 | False         | False    |   5126923.00 |      20.17 |     -15.69 |      46.72 |
| FTNT     | Fortinet, Inc.                  |  157.54 |           115.59 |   2.53 |   3.07 |  102.88 |     172.09 |             -8.45 |          172.09 |        -8.45 | False         | False    |   2982167.00 |     -13.81 |     -21.78 |     -51.23 |
| ICE      | Intercontinental Exchange Inc.  |  161.92 |            90.90 |   0.09 |   2.98 |   -8.25 |     176.94 |             -8.49 |          186.96 |       -13.39 | False         | False    |   1998191.00 |      -5.74 |     -46.82 |     -22.52 |
| APA      | APA Corporation                 |   41.19 |            14.43 |  -0.39 |  -5.20 |   92.71 |      45.05 |             -8.57 |          106.29 |       -61.25 | False         | False    |   4209250.00 |     -15.55 |     -51.85 |      -5.05 |
| REG      | Regency Centers Corporation     |   76.38 |            14.28 |  -0.44 |  -0.03 |   10.32 |      83.66 |             -8.70 |           83.66 |        -8.70 | False         | False    |    762666.00 |      13.69 |     -48.73 |     -45.76 |
| EIX      | Edison International            |   74.51 |            28.67 |  -0.36 |   1.46 |   43.15 |      81.62 |             -8.71 |           81.62 |        -8.71 | False         | False    |   3432475.00 |      89.69 |      60.79 |       6.56 |
| HUM      | Humana Inc.                     |  391.06 |            46.96 |   0.35 |   3.45 |   32.73 |     428.88 |             -8.82 |          548.00 |       -28.64 | False         | False    |    908122.00 |      -4.89 |     -20.43 |     -10.13 |
| SO       | Southern Company (The)          |   89.76 |           103.26 |  -0.23 |  -2.64 |   -0.39 |      98.45 |             -8.82 |           98.45 |        -8.82 | False         | False    |   4542768.00 |      -8.76 |       8.08 |      22.79 |
| GE       | GE Aerospace                    |  354.39 |           367.70 |   1.39 |  -0.52 |   30.02 |     388.84 |             -8.86 |          388.84 |        -8.86 | False         | False    |   3034519.00 |      -3.20 |     -38.37 |     -35.35 |
| ADM      | Archer-Daniels-Midland Company  |   80.09 |            38.60 |   1.17 |  -0.83 |   31.22 |      87.90 |             -8.89 |           87.90 |        -8.89 | False         | False    |   2544750.00 |     -39.78 |     -27.51 |     -46.03 |
| CTVA     | Corteva, Inc.                   |   82.88 |            55.30 |  -0.20 |   5.49 |   13.18 |      90.97 |             -8.89 |           90.97 |        -8.89 | False         | False    |   3924508.00 |      26.67 |       5.60 |     -42.31 |
| FE       | FirstEnergy Corp.               |   46.73 |            27.03 |   0.24 |  -1.10 |   11.51 |      51.30 |             -8.90 |           51.30 |        -8.90 | False         | False    |   4496285.00 |      41.43 |      29.35 |     -10.39 |
| ETR      | Entergy Corporation             |  107.23 |            50.04 |   0.93 |  -0.68 |   22.67 |     117.75 |             -8.93 |          117.75 |        -8.93 | False         | False    |   1370374.00 |     -22.73 |     -34.22 |     -59.52 |
| AEE      | Ameren Corporation              |  107.75 |            29.83 |   0.86 |  -1.40 |    9.90 |     118.32 |             -8.93 |          118.32 |        -8.93 | False         | False    |    956965.00 |       0.92 |     -30.87 |     -26.20 |
| AAPL     | Apple Inc.                      |  313.45 |          4574.55 |   1.15 |  -1.07 |   37.20 |     344.27 |             -8.95 |          344.27 |        -8.95 | False         | False    |  33571543.00 |      29.77 |     -33.53 |     -38.49 |
| SPG      | Simon Property Group, Inc.      |  217.11 |            82.42 |  -0.86 |  -2.72 |   28.62 |     238.50 |             -8.97 |          238.50 |        -8.97 | False         | False    |    992583.00 |      17.69 |       8.25 |     -50.87 |
| SYF      | Synchrony Financial             |   79.78 |            25.96 |  -1.23 |   0.20 |    7.66 |      87.67 |             -9.00 |           87.67 |        -9.00 | False         | False    |   3907104.00 |      -0.29 |      32.10 |      -7.43 |
| UDR      | UDR, Inc.                       |   37.93 |            14.05 |  -0.63 |   1.12 |    2.24 |      41.69 |             -9.02 |           50.49 |       -24.87 | False         | False    |   3786417.00 |      58.13 |      12.75 |      20.90 |
| J        | Jacobs Solutions Inc.           |  151.52 |            17.89 |   0.43 |   3.07 |    3.37 |     166.66 |             -9.09 |          166.66 |        -9.09 | False         | False    |    500988.00 |     -49.88 |     -32.24 |     -70.15 |
| XOM      | ExxonMobil Holdings Corporation |  158.19 |           650.46 |  -1.53 |  -3.99 |   46.00 |     174.09 |             -9.13 |          174.09 |        -9.13 | False         | False    |  14144765.00 |     -19.29 |       3.63 |     -22.04 |
| TDY      | Teledyne Technologies Incorpora |  633.56 |            29.35 |   1.06 |  -2.32 |   16.30 |     697.67 |             -9.19 |          697.67 |        -9.19 | False         | False    |    238224.00 |      28.01 |      -4.06 |       2.59 |
| YUM      | Yum! Brands, Inc.               |  154.41 |            42.14 |  -1.19 |   5.81 |    7.04 |     170.14 |             -9.25 |          170.14 |        -9.25 | False         | False    |   2582650.00 |      32.80 |      -4.66 |      55.12 |
| C        | Citigroup, Inc.                 |  133.56 |           224.04 |   0.23 |   0.50 |   42.48 |     147.21 |             -9.27 |          376.74 |       -64.55 | False         | False    |   4416741.00 |     -34.09 |     -57.46 |     -59.96 |
| WST      | West Pharmaceutical Services, I |  349.92 |            24.63 |   0.41 |  -0.81 |   43.56 |     385.75 |             -9.29 |          469.15 |       -25.41 | False         | False    |    440088.00 |      14.70 |     -13.88 |     -10.66 |
| EXR      | Extra Space Storage Inc         |  144.09 |            31.80 |  -0.54 |  -2.58 |    7.29 |     158.88 |             -9.31 |          189.81 |       -24.09 | False         | False    |    709901.00 |     -18.24 |     -10.85 |     -45.22 |
| AFL      | AFLAC Incorporated              |  117.45 |            58.88 |   1.09 |   0.81 |   10.86 |     129.57 |             -9.35 |          129.57 |        -9.35 | False         | False    |   1518711.00 |     -16.01 |     -49.62 |     -67.16 |
| AMZN     | Amazon.com, Inc.                |  260.28 |          2807.46 |  -0.30 |  -2.09 |   13.80 |     287.20 |             -9.37 |          287.20 |        -9.37 | False         | False    |  20669810.00 |     -19.10 |     -42.20 |     -20.82 |
| CI       | The Cigna Group                 |  280.87 |            74.22 |   0.55 |   1.23 |   -4.40 |     310.19 |             -9.45 |          357.79 |       -21.50 | False         | False    |   1228168.00 |     -25.33 |       9.10 |     -50.62 |
| WEC      | WEC Energy Group, Inc.          |  107.52 |            35.04 |   0.80 |  -1.66 |    3.77 |     118.87 |             -9.55 |          118.87 |        -9.55 | False         | False    |   1452648.00 |     -18.43 |     -48.02 |     -38.66 |
| UPS      | United Parcel Service, Inc.     |  105.65 |            89.89 |   0.49 |   2.71 |   28.73 |     116.86 |             -9.59 |          185.42 |       -43.02 | False         | False    |   4532014.00 |     -37.76 |       6.26 |     -17.27 |
| MSFT     | Microsoft Corporation           |  496.37 |          3685.82 |   0.95 |   2.68 |   -0.32 |     549.20 |             -9.62 |          550.01 |        -9.75 | False         | False    |  19997284.00 |       2.45 |       0.18 |     -35.15 |
| APH      | Amphenol Corporation            |  161.34 |           198.93 |   1.61 |   3.40 |   47.81 |     178.52 |             -9.62 |          178.52 |        -9.62 | False         | False    |   5820977.00 |       7.50 |      -3.62 |     -43.54 |
| PHM      | PulteGroup, Inc.                |  130.03 |            24.77 |  -0.63 |  -0.50 |   -0.05 |     143.89 |             -9.63 |          147.38 |       -11.77 | False         | False    |    947235.00 |      -0.33 |     -42.00 |     -62.41 |
| VLTO     | Veralto Corp                    |   98.69 |            24.06 |  -0.08 |  -1.41 |   -7.37 |     109.28 |             -9.69 |          114.01 |       -13.44 | False         | False    |   1052419.00 |     -16.33 |     -42.45 |      -9.89 |
| NUE      | Nucor Corporation               |  252.80 |            57.35 |   2.12 |   1.63 |   73.16 |     280.11 |             -9.75 |          280.11 |        -9.75 | False         | False    |   1113773.00 |      12.97 |     -73.92 |     -24.19 |
| DELL     | Dell Technologies Inc.          |  463.82 |           299.69 |   2.73 |   6.00 |  258.60 |     514.00 |             -9.76 |          514.00 |        -9.76 | False         | False    |   4352278.00 |      11.72 |     -38.60 |      16.51 |
| BF-B     | Brown Forman Inc                |   28.07 |            12.88 |  -0.39 |  -1.27 |   -2.76 |      31.11 |             -9.77 |           74.04 |       -62.09 | False         | False    |   1244710.00 |     -41.91 |     -53.76 |     -72.37 |
| KIM      | Kimco Realty Corporation (HC)   |   24.03 |            16.12 |  -0.12 |  -1.19 |   13.79 |      26.65 |             -9.83 |           26.65 |        -9.83 | False         | False    |   4784065.00 |      68.89 |      94.54 |      10.93 |
| GS       | Goldman Sachs Group, Inc. (The) | 1040.46 |           302.95 |  -1.74 |   1.84 |   41.72 |    1153.99 |             -9.84 |         1153.99 |        -9.84 | False         | False    |   1482204.00 |     -40.65 |     -45.99 |      -1.94 |
| IRM      | Iron Mountain Incorporated (Del |  121.43 |            36.15 |   0.44 |  -0.53 |   37.34 |     134.68 |             -9.84 |          134.68 |        -9.84 | False         | False    |   1241183.00 |      25.80 |     -16.22 |      11.85 |
| T        | AT&T Inc.                       |   25.87 |           177.27 |   0.39 |   2.99 |   -5.15 |      28.75 |            -10.02 |           28.75 |       -10.02 | False         | False    |  26367317.00 |      -8.52 |     -12.03 |     -46.63 |
| JKHY     | Jack Henry & Associates, Inc.   |  172.39 |            12.25 |  -0.71 |   5.72 |    7.97 |     191.83 |            -10.13 |          201.68 |       -14.52 | False         | False    |    818875.00 |     -37.98 |     -57.96 |      12.87 |
| MCK      | McKesson Corporation            |  896.65 |           104.54 |  -0.93 |   5.03 |   32.30 |     997.90 |            -10.15 |          997.90 |       -10.15 | False         | False    |   1058317.00 |      19.91 |      12.73 |      -9.44 |
| URI      | United Rentals, Inc.            | 1057.66 |            65.83 |   0.43 |  -5.32 |   12.99 |    1177.15 |            -10.15 |         1177.15 |       -10.15 | False         | False    |    296978.00 |     -32.69 |     -23.60 |     -62.85 |
| CPT      | Camden Property Trust           |  107.61 |            10.82 |  -0.62 |  -0.73 |    2.56 |     119.81 |            -10.18 |          153.17 |       -29.75 | False         | False    |    558813.00 |     -29.97 |     -21.24 |     -63.95 |
| MO       | Altria Group, Inc.              |   69.12 |           115.41 |   1.54 |   4.68 |   11.07 |      77.06 |            -10.30 |           77.06 |       -10.30 | False         | False    |   6204546.00 |       5.06 |     -44.08 |     -27.31 |
| PNW      | Pinnacle West Capital Corporati |   98.69 |            11.96 |   1.04 |  -0.74 |   13.95 |     110.16 |            -10.41 |          110.16 |       -10.41 | False         | False    |   1339891.00 |      71.80 |      42.39 |      64.14 |
| WM       | Waste Management, Inc.          |  221.24 |            88.43 |  -0.40 |  -1.71 |   -0.21 |     247.15 |            -10.48 |          247.15 |       -10.48 | False         | False    |   2465159.00 |       8.22 |      28.50 |      68.06 |
| DVN      | Devon Energy Corporation        |   46.83 |            51.51 |  -0.17 |  -2.82 |   36.38 |      52.34 |            -10.52 |           79.40 |       -41.02 | False         | False    |   6338571.00 |     -13.23 |     -58.02 |     -10.91 |
| LIN      | Linde plc                       |  490.33 |           226.03 |   0.64 |   1.91 |    3.11 |     548.20 |            -10.56 |          548.20 |       -10.56 | False         | False    |   1842227.00 |       3.17 |     -35.29 |       8.40 |
| CF       | CF Industries Holdings, Inc.    |  125.70 |            19.02 |  -1.23 |   5.61 |   48.10 |     140.66 |            -10.63 |          140.66 |       -10.63 | False         | False    |   1939909.00 |      -9.41 |     -17.42 |     -26.06 |
| AIG      | American International Group, I |   76.97 |            40.25 |   0.77 |   1.68 |   -4.57 |      86.21 |            -10.71 |         1209.56 |       -93.64 | False         | False    |   2922033.00 |      69.58 |      32.39 |     -29.83 |
